MonitorID	TrueValue	CSObs	ErrorType	CSEindex	Community
16	26	26	0	462	0
16	0	0	0	463	0
16	6	6	0	464	0
16	0	0	0	465	0
16	4	4	0	466	0
16	0	0	0	467	0
16	0	0	0	468	0
16	0	0	0	469	0
16	0	0	0	470	0
16	0	0	0	471	0
16	0	0	0	472	0
16	0	0	0	473	0
16	8	8	0	474	0
16	0	0	0	475	0
16	0	0	0	476	0
16	0	0	0	477	0
16	0	0	0	478	0
16	0	0	0	479	0
16	0	0	0	480	0
16	5	5	0	481	0
16	0	0	0	482	0
16	8	8	0	483	0
16	0	0	0	484	0
16	0	0	0	485	0
16	25	12	3	486	0
16	0	0	0	487	0
16	0	0	0	488	0
23	25	25	0	489	0
23	10	10	0	490	0
23	0	0	0	491	0
23	3.5	3.5	0	492	0
23	1	1	0	493	0
23	0	0	0	494	0
23	5	5	0	495	0
23	0	0	0	496	0
23	23	23	0	497	0
23	35	35	0	498	0
23	0	0	0	499	0
23	17	17	0	500	0
23	0	0	0	501	0
23	7	7	0	502	0
23	0	0	0	503	0
23	49	49	0	504	0
23	0	0	0	505	0
23	0	0	0	506	0
23	0	0	0	507	0
23	0	0	0	508	0
23	6	6	0	509	0
23	10	10	0	510	0
23	32	32	0	511	0
23	61	61	0	512	0
23	0	0	0	513	0
23	2	2	0	514	0
23	7	7	0	515	0
23	0	0	0	516	0
23	7	7	0	517	0
23	4	4	0	518	0
23	29	29	0	519	0
23	19	19	0	520	0
23	24	24	0	521	0
23	1	1	0	522	0
23	40	40	0	523	0
23	10	10	0	524	0
23	45	45	0	525	0
23	10	10	0	526	0
23	23	23	0	527	0
23	2	2	0	528	0
23	0	0	0	529	0
23	18	18	0	530	0
23	2	2	0	531	0
23	35	35	0	532	0
23	3	3	0	533	0
23	34	37	2	534	0
23	11.5	11.5	0	535	0
23	29	29	0	536	0
23	9	9	0	537	0
23	1	1	0	538	0
23	0	0	0	539	0
23	3	3	0	540	0
23	37	37	0	541	0
23	21	21	0	542	0
23	9	9	0	543	0
23	0	0	0	544	0
23	15	15	0	545	0
23	0	0	0	546	0
23	4	4	0	547	0
23	12.5	12.5	0	548	0
23	6	6	0	549	0
23	7	7	0	550	0
23	33	33	0	551	0
23	0	0	0	552	0
23	4	4	0	553	0
23	0	0	0	554	0
23	6	6	0	555	0
23	4.5	4.5	0	556	0
23	1	1	0	557	0
23	0	0	0	558	0
23	18	18	0	559	0
23	0	0	0	560	0
23	60	60	0	561	0
23	41	41	0	562	0
23	49	49	0	563	0
23	28	28	0	564	0
23	8	8	0	565	0
23	112	112	0	566	0
23	60	60	0	567	0
23	38	38	0	568	0
23	6	4.5	3	569	0
23	47	47	0	570	0
23	1.5	1.5	0	571	0
23	8.5	8.5	0	572	0
23	57	57	0	573	0
23	10	10	0	574	0
23	0	0	0	575	0
23	7	7	0	576	0
23	16	16	0	577	0
23	0	0	0	578	0
23	11	11	0	579	0
23	0	0	0	580	0
23	188	188	0	581	0
23	5	5	0	582	0
23	18	18	0	583	0
23	5	5	0	584	0
23	0	0	0	585	0
23	12	12	0	586	0
23	8	8	0	587	0
23	0	0	0	588	0
23	22	22	0	589	0
23	43	43	0	590	0
23	9	9	0	591	0
23	4	4	0	592	0
23	0	0	0	593	0
23	20	20	0	594	0
23	12	12	0	595	0
23	0	0	0	596	0
23	9	9	0	597	0
23	1	1	0	598	0
23	19	15	3	599	0
23	0	0	0	600	0
23	0	0	0	601	0
23	33	33	0	602	0
23	2	2	0	603	0
23	36	38	2	604	0
24	16	16	0	605	0
24	5	5	0	606	0
24	37	37	0	607	0
24	15	15	0	608	0
24	20	22	2	609	0
24	20	22	2	610	0
24	10	10	0	611	0
24	0	0	0	612	0
24	10	10	0	613	0
24	35	35	0	614	0
24	23	25	2	615	0
24	16	18	2	616	0
24	16	18	2	617	0
24	50	50	0	618	0
24	15	15	0	619	0
24	5	5	0	620	0
24	4	4	0	621	0
24	8	8	0	622	0
24	21	21	0	623	0
24	5	5	0	624	0
26	54	5.3	1	625	0
39	11	13	2	626	0
39	10	12.5	2	627	0
39	0	0	0	628	0
39	0	0	0	629	0
39	70.5	70.5	0	630	0
39	33	33	0	631	0
39	11.5	11.5	0	632	0
39	4	4	0	633	0
39	30	32	2	634	0
39	55	55	0	635	0
39	5	5	0	636	0
39	0	0	0	637	0
39	52	52	0	638	0
39	11.5	11.5	0	639	0
39	15	27	3	640	0
39	0	0	0	641	0
39	29	29	0	642	0
39	19	21	2	643	0
39	63	63	0	644	0
39	0	0	0	645	0
39	0	0	0	646	0
39	0	0	0	647	0
39	0	0	0	648	0
39	0	0	0	649	0
39	0	0	0	650	0
39	4	4	0	651	0
39	44	44	0	652	0
39	0	0	0	653	0
39	0	0	0	654	0
39	6	6	0	655	0
39	8	8	0	656	0
39	0	0	0	657	0
39	31	31	0	658	0
39	0	0	0	659	0
39	10	10	0	660	0
39	10	12.5	2	661	0
39	0	0	0	662	0
39	0	0	0	663	0
39	0	0	0	664	0
39	4	4	0	665	0
39	0	0	0	666	0
39	29	29	0	667	0
39	7	7	0	668	0
39	40	40	0	669	0
39	13.5	13.5	0	670	0
39	87	87	0	671	0
39	0	0	0	672	0
39	0	0	0	673	0
39	0	0	0	674	0
39	0	0	0	675	0
39	0	0	0	676	0
39	12.5	12.5	0	677	0
39	0	0	0	678	0
39	6	6	0	679	0
39	30	30	0	680	0
39	0	0	0	681	0
39	0	0	0	682	0
39	0	0	0	683	0
39	26	26	0	684	0
39	18.5	18.5	0	685	0
39	0	0	0	686	0
39	4	4	0	687	0
39	0	0	0	688	0
39	7	7	0	689	0
39	0	0	0	690	0
39	3	3	0	691	0
39	28	28	0	692	0
39	37	37	0	693	0
39	2	4	2	694	0
39	0	0	0	695	0
39	0	0	0	696	0
39	0	0	0	697	0
39	49.5	49.5	0	698	0
39	34	36	2	699	0
39	21	21	0	700	0
39	30	32	2	701	0
39	0	0	0	702	0
39	0	0	0	703	0
39	0	0	0	704	0
39	0	0	0	705	0
39	7	7	0	706	0
39	0	0	0	707	0
39	15	15	0	708	0
39	0	0	0	709	0
39	17	17	0	710	0
39	0	0	0	711	0
39	26	29	2	712	0
39	9.5	9.5	0	713	0
39	0	0	0	714	0
39	0	0	0	715	0
39	0	0	0	716	0
39	0	0	0	717	0
39	0	0	0	718	0
39	4	4	0	719	0
39	44	44	0	720	0
39	0	0	0	721	0
39	17	27	3	722	0
39	17.5	17.5	0	723	0
39	0	0	0	724	0
39	8	8	0	725	0
39	8	8	0	726	0
39	0	0	0	727	0
39	8	8	0	728	0
39	0	0	0	729	0
39	0	0	0	730	0
39	33	33	0	731	0
39	0	0	0	732	0
39	0	0	0	733	0
39	11	11	0	734	0
39	0	0	0	735	0
39	29	29	0	736	0
39	4	4	0	737	0
39	0	0	0	738	0
39	0	0	0	739	0
39	0	0	0	740	0
39	5	5	0	741	0
39	0	0	0	742	0
39	0	0	0	743	0
39	0	0	0	744	0
39	22	24	2	745	0
39	29	29	0	746	0
39	0	0	0	747	0
39	11.5	11.5	0	748	0
39	11	11	0	749	0
39	4	4	0	750	0
39	25	25	0	751	0
39	0	0	0	752	0
39	8	8	0	753	0
39	2	2	0	754	0
39	10	10	0	755	0
39	0	0	0	756	0
40	9	9	0	757	0
40	6	6	0	758	0
40	0	0	0	759	0
40	74	74	0	760	0
40	10	10	0	761	0
40	1	1	0	762	0
40	5	5	0	763	0
40	19	19	0	764	0
40	0	0	0	765	0
40	5	5	0	766	0
40	31	31	0	767	0
40	0	0	0	768	0
40	2	2	0	769	0
40	0	0	0	770	0
40	10	10	0	771	0
40	15	15	0	772	0
40	3	3	0	773	0
40	4	4	0	774	0
40	20	20	0	775	0
40	0	0	0	776	0
40	10	10	0	777	0
40	0	0	0	778	0
40	15	15	0	779	0
40	5	5	0	780	0
40	50	56	3	781	0
40	2	2	0	782	0
40	4	4	0	783	0
40	0	0	0	784	0
40	30	30	0	785	0
40	8	8	0	786	0
40	4	4	0	787	0
40	1	1	0	788	0
40	8	8	0	789	0
40	0	0	0	790	0
40	2	2	0	791	0
40	19	19	0	792	0
40	0	0	0	793	0
40	21	21	0	794	0
40	44	44	0	795	0
40	0	0	0	796	0
40	9	9	0	797	0
40	19	19	0	798	0
40	13	13	0	799	0
40	24	24	0	800	0
40	0	0	0	801	0
40	0	0	0	802	0
40	28	28	0	803	0
40	2	2	0	804	0
40	5	5	0	805	0
40	43	43	0	806	0
40	7	7	0	807	0
40	0	0	0	808	0
40	2	2	0	809	0
40	0	0	0	810	0
40	15	15	0	811	0
40	62	62	0	812	0
40	0	0	0	813	0
40	11	11	0	814	0
40	3	3	0	815	0
52	24	24	0	816	0
52	0	0	0	817	0
52	41	43	2	818	0
52	6	6	0	819	0
52	99	99	0	820	0
52	19	19	0	821	0
52	59	59	0	822	0
52	31	31	0	823	0
52	32	32	0	824	0
52	24	24	0	825	0
52	19	19	0	826	0
52	59	59	0	827	0
52	42	42	0	828	0
52	2	2	0	829	0
52	0	0	0	830	0
52	54	54	0	831	0
52	19	19	0	832	0
52	3	3	0	833	0
52	177	177	0	834	0
52	10	10	0	835	0
75	0	0	0	836	0
75	23	13	3	837	0
75	0	0	0	838	0
75	16	16	0	839	0
75	0	0	0	840	0
75	4	4	0	841	0
75	14	14	0	842	0
75	18	18	0	843	0
75	18	18	0	844	0
75	26	26	0	845	0
75	3	3	0	846	0
75	0	0	0	847	0
75	0	0	0	848	0
75	14	14	0	849	0
75	15	15	0	850	0
75	0	0	0	851	0
75	42	42	0	852	0
75	0	0	0	853	0
75	43	43	0	854	0
75	18	18	0	855	0
75	0	0	0	856	0
75	0	0	0	857	0
75	12	12	0	858	0
75	0	0	0	859	0
75	0	0	0	860	0
75	15	15	0	861	0
75	0	0	0	862	0
75	3	3	0	863	0
75	0	0	0	864	0
75	0	0	0	865	0
75	5	5	0	866	0
75	14	14	0	867	0
75	17	27	3	868	0
75	0	0	0	869	0
75	32	32	0	870	0
75	0	0	0	871	0
75	3	3	0	872	0
75	4	4	0	873	0
75	7	7	0	874	0
75	48	48	0	875	0
75	13	13	0	876	0
75	0	0	0	877	0
75	0	0	0	878	0
75	0	0	0	879	0
75	0	0	0	880	0
75	7	7	0	881	0
75	54	54	0	882	0
75	27	27	0	883	0
75	11	11	0	884	0
75	0	0	0	885	0
75	7	7	0	886	0
75	0	0	0	887	0
75	0	0	0	888	0
75	8	8	0	889	0
75	7	7	0	890	0
75	8	8	0	891	0
75	0	0	0	892	0
75	21	21	0	893	0
75	38	38	0	894	0
75	2	2	0	895	0
75	11	11	0	896	0
75	3	3	0	897	0
75	0	0	0	898	0
75	5	5	0	899	0
75	9	9	0	900	0
75	31	31	0	901	0
75	11	11	0	902	0
75	8	8	0	903	0
75	27	27	0	904	0
75	47	47	0	905	0
75	3	3	0	906	0
75	0	0	0	907	0
75	0	0	0	908	0
75	0	0	0	909	0
75	0	0	0	910	0
75	6	6	0	911	0
75	0	0	0	912	0
75	3	3	0	913	0
75	28	28	0	914	0
75	11	11	0	915	0
75	8	8	0	916	0
75	11	11	0	917	0
75	26	26	0	918	0
75	8	8	0	919	0
75	8	8	0	920	0
75	0	0	0	921	0
75	14	14	0	922	0
75	9	9	0	923	0
75	26	26	0	924	0
75	12	12	0	925	0
75	7	7	0	926	0
75	0	0	0	927	0
75	5	5	0	928	0
75	0	0	0	929	0
75	8	8	0	930	0
75	20	20	0	931	0
75	14	14	0	932	0
75	19	19	0	933	0
75	0	0	0	934	0
75	9	9	0	935	0
75	14	14	0	936	0
75	0	0	0	937	0
75	13	13	0	938	0
75	8	8	0	939	0
75	0	0	0	940	0
75	0	0	0	941	0
75	12	12	0	942	0
75	0	0	0	943	0
75	16	16	0	944	0
75	0	0	0	945	0
75	9	9	0	946	0
75	0	0	0	947	0
75	7	5	3	948	0
75	0	0	0	949	0
75	9	9	0	950	0
75	0	0	0	951	0
75	0	0	0	952	0
75	17	27	3	953	0
75	0	0	0	954	0
89	0	0	0	955	0
89	0	0	0	956	0
89	0	0	0	957	0
89	11	11	0	958	0
89	30	30	0	959	0
89	17	17	0	960	0
89	24	24	0	961	0
89	0	0	0	962	0
89	5	5	0	963	0
89	3	3	0	964	0
89	75	77	2	965	0
89	0	0	0	966	0
89	6	6	0	967	0
89	4	4	0	968	0
89	4	4	0	969	0
89	8	8	0	970	0
89	17	17	0	971	0
89	0	0	0	972	0
89	4	4	0	973	0
89	4	4	0	974	0
89	5	5	0	975	0
89	3	3	0	976	0
89	12	12	0	977	0
89	18	20	2	978	0
89	14	14	0	979	0
89	0	0	0	980	0
89	8	8	0	981	0
89	9	9	0	982	0
89	0	0	0	983	0
89	0	0	0	984	0
89	0	0	0	985	0
89	148	148	0	986	0
89	5	5	0	987	0
89	63	65	2	988	0
89	7	7	0	989	0
89	6	6	0	990	0
89	27	27	0	991	0
91	15	15	0	992	0
91	23	23	0	993	0
91	9	9	0	994	0
91	0	0	0	995	0
91	54	54	0	996	0
91	10	10	0	997	0
91	11	11	0	998	0
91	0	0	0	999	0
91	0	0	0	1000	0
91	46	46	0	1001	0
91	8	8	0	1002	0
91	7	7	0	1003	0
91	113	113	0	1004	0
91	0	0	0	1005	0
91	18	18	0	1006	0
91	6	6	0	1007	0
91	17	17	0	1008	0
94	55	55	0	1009	0
94	12	12	0	1010	0
100	11	11	0	1011	0
100	23	23	0	1012	0
100	16	16	0	1013	0
100	0	0	0	1014	0
100	25	25	0	1015	0
100	37	37	0	1016	0
100	5	17	3	1017	0
100	0	0	0	1018	0
100	0	0	0	1019	0
100	50	50	0	1020	0
100	33	37	3	1021	0
100	0	0	0	1022	0
100	21	25	3	1023	0
100	22	27	3	1024	0
100	20	20	0	1025	0
100	0	0	0	1026	0
100	7	10	2	1027	0
100	5	5	0	1028	0
100	0	0	0	1029	0
100	5	5	0	1030	0
100	78	78	0	1031	0
100	5	5	0	1032	0
100	5	17	3	1033	0
100	12	12	0	1034	0
100	10	10	0	1035	0
100	18	18	0	1036	0
100	10	10	0	1037	0
100	21	25	3	1038	0
100	0	0	0	1039	0
100	6	6	0	1040	0
100	10	12	2	1041	0
100	9	9	0	1042	0
100	0	0	0	1043	0
100	10	10	0	1044	0
100	0	0	0	1045	0
100	9	9	0	1046	0
100	7	7	0	1047	0
100	16	20	3	1048	0
100	0	0	0	1049	0
100	16	20	3	1050	0
100	10	10	0	1051	0
100	3	5	2	1052	0
100	5	5	0	1053	0
100	0	0	0	1054	0
100	0	0	0	1055	0
100	51	51	0	1056	0
100	0	0	0	1057	0
100	3	3	0	1058	0
100	14	14	0	1059	0
100	36	36	0	1060	0
100	42	42	0	1061	0
100	16	20	3	1062	0
100	0	0	0	1063	0
100	3	5	2	1064	0
100	0	0	0	1065	0
100	18	20	2	1066	0
100	9	9	0	1067	0
100	8	8	0	1068	0
100	2	2	0	1069	0
100	1	3	2	1070	0
100	6	6	0	1071	0
100	0	0	0	1072	0
100	0	0	0	1073	0
100	14	14	0	1074	0
100	0	0	0	1075	0
100	0	0	0	1076	0
100	0	0	0	1077	0
100	0	0	0	1078	0
100	17	17	0	1079	0
100	2	2	0	1080	0
100	24	24	0	1081	0
100	18	18	0	1082	0
100	0	0	0	1083	0
100	6	8	2	1084	0
100	0	0	0	1085	0
100	5	5	0	1086	0
106	15	8.1	3	1087	0
106	20	20	0	1088	0
106	21	4.2	3	1089	0
106	1.2	1.2	0	1090	0
106	10	1	1	1091	0
106	15	8.1	3	1092	0
106	24	4.2	3	1093	0
106	10	1	1	1094	0
106	20	5.2	3	1095	0
106	28	28	0	1096	0
106	20	5.2	3	1097	0
106	10	1	1	1098	0
106	2	2	0	1099	0
106	9	9	0	1100	0
106	21	4.2	3	1101	0
106	15	8.1	3	1102	0
106	20	5.2	3	1103	0
106	16	16	0	1104	0
107	68	68	0	1105	0
107	57	57	0	1106	0
107	47	47	0	1107	0
107	31	31	0	1108	0
107	0	0	0	1109	0
107	30	30	0	1110	0
107	48	48	0	1111	0
107	5	5	0	1112	0
107	55	55	0	1113	0
107	16	16	0	1114	0
107	97	100	2	1115	0
107	130	130	0	1116	0
107	18	18	0	1117	0
107	0	0	0	1118	0
107	22	22	0	1119	0
107	0	0	0	1120	0
107	8	8	0	1121	0
107	0	0	0	1122	0
107	30	30	0	1123	0
107	34	34	0	1124	0
107	200	20	1	1125	0
107	0	0	0	1126	0
107	0	0	0	1127	0
107	0	0	0	1128	0
107	10	10	0	1129	0
107	80	80	0	1130	0
107	35	35	0	1131	0
107	23	23	0	1132	0
107	0	0	0	1133	0
107	20	20	0	1134	0
107	23	23	0	1135	0
107	17	17	0	1136	0
107	2	2	0	1137	0
